"","X.1","X","master_species","family_molecules","Age.at.maturity","Calcification.rate","Chlorophyll.a","Coloniality","Corallite.width.maximum","Gross.photosynthesis","Growth.form.typical","Growth.rate","Ocean.basin","Oocyte.size.at.maturity","Polyp.fecundity","Polyps.per.area","Propagule.size.on.release","Protein.biomass","Skeletal.density","Tissue.thickness","Total.biomass","Zooxanthellate","Colony.maximum.diameter","Genus","Species","Genus_molecules","Species_molecules"
"160",160,160,"Acropora subulata","Acroporidae",0.601482563537136,NA,NA,"colonial",0.0791812460476248,NA,"tables_or_plates",1.48303340020156,"pacific",2.54732030317089,0.991226075692495,1.83533312841119,2.77102178493784,NA,0.145537485080665,NA,-0.0969100130080564,"zooxanthellate",2.47712125471966,"Acropora","subulata","Acropora","subulata"
"161",161,161,"Acropora suharsonoi","Acroporidae",0.539596477563643,NA,NA,"colonial",-0.0969100130080564,NA,"corymbose",1.53089221776038,"pacific",2.54949939049507,0.707078035569005,2.35514894699257,2.77102178493784,NA,0.161109647366959,NA,NA,"zooxanthellate",NA,"Acropora","suharsonoi","Acropora","suharsonoi"
"162",162,162,"Acropora sukarnoi","Acroporidae",0.601482563537136,NA,NA,"colonial",0.176091259055681,NA,"tables_or_plates",1.48303340020156,"pacific",2.55468330521872,1.09501182369395,1.68659617150268,2.77102178493784,NA,0.145537485080665,NA,0.0214822451820626,"zooxanthellate",2.17609125905568,"Acropora","sukarnoi","Acropora","sukarnoi"
"163",163,163,"Acropora surculosa","Acroporidae",0.601482563537136,NA,NA,"colonial",0.0415838428658523,NA,"tables_or_plates",1.48303340020156,"pacific",2.5521291963314,0.903877287583669,1.89303741678493,2.77102178493784,NA,0.145537485080665,NA,-0.142841711153678,"zooxanthellate",NA,"Acropora","surculosa","Acropora","surculosa"
"164",164,164,"Acropora tanegashimensis","Acroporidae",0.601482563537136,NA,NA,"colonial",-0.0969100130080564,NA,"tables_or_plates",1.48303340020156,"pacific",2.54949939049507,0.707078035569005,2.10559702784905,2.77102178493784,NA,0.145537485080665,NA,-0.312035789592257,"zooxanthellate",NA,"Acropora","tanegashimensis","Acropora","tanegashimensis"
"165",165,165,"Acropora tenella","Acroporidae",0.601482563537136,NA,NA,"colonial",-0.0969100130080564,NA,"tables_or_plates",1.48303340020156,"pacific",2.54949939049507,0.707078035569005,2.10559702784905,2.77102178493784,NA,0.145537485080665,NA,-0.312035789592257,"zooxanthellate",NA,"Acropora","tenella","Acropora","tenella"
"166",166,166,"Acropora tenuis","Acroporidae",0.539596477563643,NA,NA,"colonial",0.0791812460476248,NA,"corymbose",1.53089221776038,"pacific",2.5295511068379,1.10037054511756,2.08488504755471,2.77102178493784,0.568201724066995,0.161109647366959,NA,NA,"zooxanthellate",NA,"Acropora","tenuis","Acropora","tenuis"
"167",167,167,"Acropora teres","Acroporidae",NA,NA,NA,"colonial",0.0100136352378218,NA,"branching_open",1.73351658781825,"pacific",2.55152972196663,0.859016140437902,1.75884876407753,2.77102178493784,NA,0.179149040683456,NA,0.375244718868699,"zooxanthellate",NA,"Acropora","teres","Acropora","teres"
"168",168,168,"Acropora tizardi","Acroporidae",0.600895037705415,NA,NA,"colonial",-0.221848749616356,NA,"branching_closed",1.70390740347512,"pacific",2.5471269775339,0.529540557411443,1.99814739951714,2.77102178493784,NA,-0.0155513927916768,NA,0.260544811634018,"zooxanthellate",NA,"Acropora","tizardi","Acropora","tizardi"
"169",169,169,"Acropora torihalimeda","Acroporidae",0.600895037705415,NA,NA,"colonial",-0.0969100130080564,NA,"branching_closed",1.70390740347512,"pacific",2.54949939049507,0.707078035569005,1.80639211122131,2.77102178493784,NA,-0.0155513927916768,NA,0.413178979181259,"zooxanthellate",NA,"Acropora","torihalimeda","Acropora","torihalimeda"
"170",170,170,"Acropora torresiana","Acroporidae",0.600895037705415,NA,NA,"colonial",0.0791812460476248,NA,"branching_closed",1.70390740347512,"pacific",2.5528431187628,0.957303057103749,1.53612821178345,2.77102178493784,NA,-0.0155513927916768,NA,0.628304755765461,"zooxanthellate",NA,"Acropora","torresiana","Acropora","torresiana"
"171",171,171,"Acropora tortuosa","Acroporidae",0.600895037705415,NA,NA,"colonial",0.113943352306837,NA,"branching_closed",1.70390740347512,"pacific",2.54053421499183,1.08635983067475,1.48277552158934,2.77102178493784,NA,-0.0155513927916768,NA,0.670772650792272,"zooxanthellate",NA,"Acropora","tortuosa","Acropora","tortuosa"
"172",172,172,"Acropora tumida","Acroporidae",0.602982687165871,NA,NA,"colonial",0.146128035678238,NA,"branching_closed",0.919078092376074,"pacific",2.55411434525139,1.05243419516725,1.43337864591945,2.77102178493784,NA,-0.0155513927916768,NA,0.71009178021141,"zooxanthellate",2.47712125471966,"Acropora","tumida","Acropora","tumida"
"173",173,173,"Acropora turaki","Acroporidae",NA,NA,NA,"colonial",-0.0969100130080564,NA,"branching_open",1.73351658781825,"pacific",2.54949939049507,0.707078035569005,1.92295459347543,2.77102178493784,NA,0.179149040683456,NA,0.24461908198324,"zooxanthellate",2.30102999566398,"Acropora","turaki","Acropora","turaki"
"174",174,174,"Acropora tutuilensis","Acroporidae",NA,NA,NA,"colonial",0.0791812460476248,NA,"branching_open",1.73351658781825,"pacific",2.5528431187628,0.957303057103749,1.65269069403757,2.77102178493784,NA,0.179149040683456,NA,0.459744858567442,"zooxanthellate",NA,"Acropora","tutuilensis","Acropora","tutuilensis"
"175",175,175,"Acropora valenciennesi","Acroporidae",NA,NA,NA,"colonial",0.176091259055681,NA,"branching_open",2.25366102094673,"pacific",2.55468330521872,1.09501182369395,1.50395373712906,2.77102178493784,NA,0.179149040683456,NA,0.57813711675756,"zooxanthellate",2.60205999132796,"Acropora","valenciennesi","Acropora","valenciennesi"
"176",176,176,"Acropora valida","Acroporidae",0.477121254719662,NA,NA,"colonial",-0.0457574905606751,NA,"corymbose",1.53529412004277,"pacific",2.69284691927723,0.910491001576248,2.27664033585055,2.77524625974024,NA,0.176091259055681,NA,NA,"zooxanthellate",1.69897000433602,"Acropora","valida","Acropora","valida"
"177",177,177,"Acropora variabilis","Acroporidae",0.600895037705415,NA,NA,"colonial",-0.0457574905606751,NA,"branching_closed",1.70390740347512,"pacific",2.45572470851232,1.36172783601759,1.72788350007928,2.77102178493784,NA,-0.0155513927916768,NA,0.475670588218219,"zooxanthellate",NA,"Acropora","variabilis","Acropora","variabilis"
"178",178,178,"Acropora variolosa","Acroporidae",NA,NA,NA,"colonial",0.0791812460476248,NA,"branching_open",1.73351658781825,"pacific",2.5528431187628,0.957303057103749,1.65269069403757,2.77102178493784,NA,0.179149040683456,NA,0.459744858567442,"zooxanthellate",NA,"Acropora","variolosa","Acropora","variolosa"
"179",179,179,"Acropora vaughani","Acroporidae",0.600895037705415,NA,NA,"colonial",0.0413926851582251,NA,"branching_closed",1.70390740347512,"pacific",2.55212556651222,0.903605653194978,1.59412588795933,2.77102178493784,NA,-0.0155513927916768,NA,0.58213952558353,"zooxanthellate",NA,"Acropora","vaughani","Acropora","vaughani"
"180",180,180,"Acropora vermiculata","Acroporidae",0.539596477563643,NA,NA,"colonial",-0.0969100130080564,NA,"corymbose",1.53089221776038,"pacific",2.54949939049507,0.707078035569005,2.35514894699257,2.77102178493784,NA,0.161109647366959,NA,NA,"zooxanthellate",NA,"Acropora","vermiculata","Acropora","vermiculata"
"181",181,181,"Acropora verweyi","Acroporidae",0.539596477563643,NA,NA,"colonial",0.0413926851582251,NA,"corymbose",1.53089221776038,"pacific",2.55965903854074,0.857332496431269,2.14288272373059,2.77102178493784,NA,0.161109647366959,NA,NA,"zooxanthellate",NA,"Acropora","verweyi","Acropora","verweyi"
"182",182,182,"Acropora walindii","Acroporidae",NA,NA,NA,"colonial",-0.301029995663981,NA,"branching_open",1.73351658781825,"pacific",2.5456234357221,0.417024302466899,2.23623682430061,2.77102178493784,NA,0.179149040683456,NA,-0.0047486039580843,"zooxanthellate",2,"Acropora","walindii","Acropora","walindii"
"183",183,183,"Acropora willisae","Acroporidae",0.539596477563643,NA,NA,"colonial",0,NA,"corymbose",1.53089221776038,"pacific",2.55133957695099,0.844786802159205,2.20641199008406,2.77102178493784,NA,0.161109647366959,NA,NA,"zooxanthellate",2,"Acropora","willisae","Acropora","willisae"
"184",184,184,"Acropora yongei","Acroporidae",0.600710326627942,NA,NA,"colonial",0.0791812460476248,NA,"branching_closed",1.77334754198082,"pacific",2.5528431187628,0.957303057103749,1.53612821178345,2.77102178493784,NA,-0.0155513927916768,NA,0.628304755765461,"zooxanthellate",2.30102999566398,"Acropora","yongei","Acropora","yongei"
"185",185,185,"Agaricia agaricites","Agariciidae",0.602059991327962,NA,NA,"colonial",0.740362689494244,NA,"laminar",0.444309089544719,"atlantic",2.69851635729798,1.07918124604762,1.00911080613221,NA,NA,0.307496037913213,NA,NA,"zooxanthellate",1.77815125038364,"Agaricia","agaricites","Agaricia","agaricites"
"186",186,186,"Agaricia fragilis","Agariciidae",0.499979164192804,NA,NA,"colonial",0.698970004336019,NA,"encrusting",0.595449590853289,"atlantic",NA,NA,1.03778494175364,NA,NA,0.363611979892144,NA,NA,"zooxanthellate",0.672097857935718,"Agaricia","fragilis","Agaricia","fragilis"
"187",187,187,"Agaricia grahamae","Agariciidae",0.600352321764408,NA,NA,"colonial",0.812913356642856,NA,"laminar",1.08628905434993,"atlantic",NA,NA,0.792881745385397,NA,NA,0.351407006813196,NA,NA,"zooxanthellate",NA,"Agaricia","grahamae","Agaricia","grahamae"
"188",188,188,"Agaricia humilis","Agariciidae",0.301029995663981,NA,NA,"colonial",0.778151250383644,NA,"encrusting",0.595449590853289,"atlantic",2.66840842559515,1.32221929473392,1.00389116623691,NA,NA,0.2917123224058,NA,NA,"zooxanthellate",1.07918124604762,"Agaricia","humilis","Agaricia","humilis"
"189",189,189,"Agaricia lamarcki","Agariciidae",0.601421756089903,NA,NA,"colonial",0.897627091290441,NA,"laminar",0.684246747515312,"atlantic",NA,NA,0.665393350279712,NA,NA,0.35920286098709,NA,NA,"zooxanthellate",1.04921802267018,"Agaricia","lamarcki","Agaricia","lamarcki"
"190",190,190,"Agaricia tenuifolia","Agariciidae",0.600352321764408,NA,NA,"colonial",0.707570176097936,NA,"laminar",1.08628905434993,"atlantic",NA,NA,0.914766136925853,NA,NA,0.351407006813196,NA,NA,"zooxanthellate",NA,"Agaricia","tenuifolia","Agaricia","tenuifolia"
"191",191,191,"Agaricia undata","Agariciidae",0.600352321764408,NA,NA,"colonial",0.778151250383644,NA,"laminar",1.08628905434993,"atlantic",NA,NA,0.984437294796076,NA,NA,0.389166084364532,NA,NA,"zooxanthellate",NA,"Agaricia","undata","Agaricia","undata"
"192",192,192,"Alveopora allingi","Acroporidae",NA,NA,NA,"colonial",0.568201724066995,NA,"columnar",1.39717213581632,"pacific",NA,NA,1.17196035401268,NA,NA,0.144059845262694,NA,1.50019490624569,"zooxanthellate",NA,"Alveopora","allingi","Alveopora","allingi"
"193",193,193,"Alveopora catalai","Acroporidae",0.600895037705415,NA,NA,"colonial",0.612783856719735,NA,"branching_closed",1.70390740347512,"pacific",NA,NA,0.939668983522327,NA,NA,-0.0155513927916768,NA,1.28019217268658,"zooxanthellate",3,"Alveopora","catalai","Alveopora","catalai"
"194",194,194,"Alveopora daedalea","Acroporidae",NA,NA,NA,"colonial",0.342422680822206,NA,"columnar",1.39717213581632,"pacific",2.67657626184415,0.602059991327962,1.4837156409038,NA,NA,0.144059845262694,NA,1.22436695047468,"zooxanthellate",NA,"Alveopora","daedalea","Alveopora","daedalea"
"195",195,195,"Alveopora excelsa","Acroporidae",0.477121254719662,NA,NA,"colonial",0.301029995663981,NA,"massive",1.10855014821504,"pacific",NA,NA,1.68000898983399,NA,NA,0.13300227168897,NA,0.90217375228477,"zooxanthellate",2.30102999566398,"Alveopora","excelsa","Alveopora","excelsa"
"196",196,196,"Alveopora fenestrata","Acroporidae",0.477121254719662,NA,NA,"colonial",0.531478917042255,NA,"massive",1.10855014821504,"pacific",NA,NA,1.27542653674164,NA,NA,0.13300227168897,NA,1.1837067678379,"zooxanthellate",NA,"Alveopora","fenestrata","Alveopora","fenestrata"
"197",197,197,"Alveopora gigas","Acroporidae",NA,NA,NA,"colonial",0.819543935541869,NA,"columnar",1.39717213581632,"pacific",NA,NA,0.875119165462568,NA,NA,0.144059845262694,NA,1.80725267119032,"zooxanthellate",NA,"Alveopora","gigas","Alveopora","gigas"
"198",198,198,"Alveopora japonica","Acroporidae",0.477121254719662,NA,NA,"colonial",0.431363764158987,NA,"massive",1.10855014821504,"pacific",NA,NA,1.28643401340209,NA,NA,0.13300227168897,NA,1.06139887971581,"zooxanthellate",0.602059991327962,"Alveopora","japonica","Alveopora","japonica"
"199",199,199,"Alveopora marionensis","Acroporidae",0.477121254719662,NA,NA,"colonial",0.531478917042255,NA,"massive",1.10855014821504,"pacific",NA,NA,0.985381560231997,NA,NA,0.13300227168897,NA,1.1837067678379,"zooxanthellate",NA,"Alveopora","marionensis","Alveopora","marionensis"
"200",200,200,"Alveopora minuta","Acroporidae",0.477121254719662,NA,NA,"colonial",0.113943352306837,NA,"massive",1.10855014821504,"pacific",NA,NA,1.95575988626283,NA,NA,0.13300227168897,NA,0.673615221574221,"zooxanthellate",1,"Alveopora","minuta","Alveopora","minuta"
"201",201,201,"Alveopora ocellata","Acroporidae",0.501328217624878,NA,NA,"colonial",0.176091259055681,NA,"encrusting",0.909934052027136,"pacific",NA,NA,1.44779349740938,NA,NA,0.1934365792672,NA,NA,"zooxanthellate",NA,"Alveopora","ocellata","Alveopora","ocellata"
"202",202,202,"Alveopora spongiosa","Acroporidae",NA,NA,NA,"colonial",0.176091259055681,NA,"columnar",1.39717213581632,"pacific",NA,NA,1.56803736532834,NA,NA,0.144059845262694,NA,1.02116449471528,"zooxanthellate",2.30102999566398,"Alveopora","spongiosa","Alveopora","spongiosa"
"203",203,203,"Alveopora tizardi","Acroporidae",0.501328217624878,NA,NA,"colonial",0.176091259055681,NA,"encrusting",0.909934052027136,"pacific",NA,NA,1.56803736532834,NA,NA,0.1934365792672,NA,NA,"zooxanthellate",NA,"Alveopora","tizardi","Alveopora","tizardi"
"204",204,204,"Alveopora verrilliana","Acroporidae",0.477121254719662,NA,NA,"colonial",0.322219294733919,NA,"massive",1.10855014821504,"pacific",NA,NA,1.49591880707997,NA,NA,0.13300227168897,NA,0.92806012757756,"zooxanthellate",NA,"Alveopora","verrilliana","Alveopora","verrilliana"
"205",205,205,"Alveopora viridis","Acroporidae",NA,NA,NA,"colonial",0.230448921378274,NA,"columnar",1.39717213581632,"pacific",NA,NA,1.51367030919881,NA,NA,0.144059845262694,NA,1.08757173368421,"zooxanthellate",NA,"Alveopora","viridis","Alveopora","viridis"
"206",206,206,"Anacropora forbesi","Acroporidae",0.600895037705415,NA,NA,"colonial",-0.301029995663981,NA,"branching_closed",1.70390740347512,"pacific",2.50582169621151,0.661500172937901,2.11967434204648,2.59769518592551,NA,-0.0155513927916768,NA,0.163811293239934,"zooxanthellate",NA,"Anacropora","forbesi","Anacropora","forbesi"
"207",207,207,"Anacropora matthai","Acroporidae",0.600895037705415,NA,NA,"colonial",-0.221848749616356,NA,"branching_closed",1.70390740347512,"pacific",2.50732523802332,0.774016427882445,1.99814739951714,2.59769518592551,NA,-0.0155513927916768,NA,0.260544811634018,"zooxanthellate",NA,"Anacropora","matthai","Anacropora","matthai"
"208",208,208,"Anacropora pillai","Acroporidae",0.600895037705415,NA,NA,"colonial",-0.221848749616356,NA,"branching_closed",1.70390740347512,"pacific",2.50732523802332,0.774016427882445,1.99814739951714,2.59769518592551,NA,-0.0155513927916768,NA,0.260544811634018,"zooxanthellate",NA,"Anacropora","pillai","Anacropora","pillai"
"209",209,209,"Anacropora puertogalerae","Acroporidae",0.600895037705415,NA,NA,"colonial",-0.0969100130080564,NA,"branching_closed",1.70390740347512,"pacific",2.59769518592551,0.951553906040007,1.80639211122131,2.59769518592551,NA,-0.0155513927916768,NA,0.413178979181259,"zooxanthellate",NA,"Anacropora","puertogalerae","Anacropora","puertogalerae"
"210",210,210,"Anacropora reticulata","Acroporidae",0.600895037705415,NA,NA,"colonial",-0.0457574905606751,NA,"branching_closed",1.70390740347512,"pacific",2.51066896629105,1.02424144941719,1.72788350007928,2.59769518592551,NA,-0.0155513927916768,NA,0.475670588218219,"zooxanthellate",NA,"Anacropora","reticulata","Anacropora","reticulata"
"211",211,211,"Anacropora spinosa","Acroporidae",0.600895037705415,NA,NA,"colonial",-0.0457574905606751,NA,"branching_closed",1.70390740347512,"pacific",2.51066896629105,1.02424144941719,1.72788350007928,2.59769518592551,NA,-0.0155513927916768,NA,0.475670588218219,"zooxanthellate",NA,"Anacropora","spinosa","Anacropora","spinosa"
"212",212,212,"Anacropora spumosa","Acroporidae",0.600895037705415,NA,NA,"colonial",-0.154901959985743,NA,"branching_closed",1.70390740347512,"pacific",2.50859646451191,0.869147565945949,1.39494173671336,2.59769518592551,NA,-0.0155513927916768,NA,0.342331836079966,"zooxanthellate",NA,"Anacropora","spumosa","Anacropora","spumosa"
"213",213,213,"Anomastraea irregularis","Coscinaraeidae",NA,NA,NA,"colonial",0.732393759822969,NA,"massive",NA,"pacific",NA,NA,0.984842231405276,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Anomastraea","irregularis","Anomastraea","irregularis"
"214",214,214,"Astrangia poculata","Rhizangiidae",0,NA,NA,"colonial",NA,NA,"massive",NA,"atlantic",NA,3.60205999132796,0.717836867486926,NA,NA,NA,NA,NA,"both",NA,"Astrangia","poculata","Astrangia","poculata"
"215",215,215,"Astrea annuligera","Merulinidae",0.666369697370543,NA,NA,"colonial",0.799340549453582,NA,"encrusting",0.610461830961491,"pacific",2.51496982767271,2.29727285840998,0.669037800885156,2.54654266347813,NA,0.232619382349417,NA,NA,"zooxanthellate",NA,"Astrea","annuligera","Astrea","annuligera"
"216",216,216,"Astrea curta","Merulinidae",0.643211054399929,NA,NA,"colonial",0.968482948553935,NA,"massive",0.414973347970818,"pacific",2.55144999797288,2.85949855818778,0.253338005326106,2.54654266347813,NA,0.172185074771187,NA,1.45281794926311,"zooxanthellate",NA,"Astrea","curta","Astrea","curta"
"217",217,217,"Astrea devantieri","Merulinidae",0.642162734465327,NA,NA,"colonial",0.653212513775344,NA,"massive",0.809077927149399,"pacific",2.51219505937231,2.08962546540193,0.751817787736879,2.54654266347813,NA,0.172185074771187,NA,1.06766085810768,"zooxanthellate",2.17609125905568,"Astrea","devantieri","Astrea","devantieri"
"218",218,218,"Astreopora cucullata","Acroporidae",0.477121254719662,NA,NA,"colonial",0.361727836017593,NA,"massive",1.10855014821504,"pacific",NA,NA,0.853272224020683,NA,NA,0.13300227168897,NA,0.976326609803528,"zooxanthellate",NA,"Astreopora","cucullata","Astreopora","cucullata"
"219",219,219,"Astreopora expansa","Acroporidae",0.601701375196482,NA,NA,"colonial",0.361727836017593,NA,"laminar",1.40077351552378,"pacific",NA,NA,0.769155690714399,NA,NA,0.253131263674596,NA,NA,"zooxanthellate",NA,"Astreopora","expansa","Astreopora","expansa"
"220",220,220,"Astreopora explanata","Acroporidae",0.601701375196482,NA,NA,"colonial",0.204119982655925,NA,"laminar",1.40077351552378,"pacific",NA,NA,1.01473049500175,NA,NA,0.253131263674596,NA,NA,"zooxanthellate",NA,"Astreopora","explanata","Astreopora","explanata"
"221",221,221,"Astreopora gracilis","Acroporidae",0.477121254719662,NA,NA,"colonial",0.204119982655925,NA,"massive",1.10855014821504,"pacific",2.8494194137969,NA,0.678518379040114,NA,NA,0.13300227168897,NA,0.783781494094652,"zooxanthellate",NA,"Astreopora","gracilis","Astreopora","gracilis"
"222",222,222,"Astreopora incrustans","Acroporidae",0.501328217624878,NA,NA,"colonial",-0.0457574905606751,NA,"encrusting",0.909934052027136,"pacific",NA,NA,1.07587529525983,NA,NA,0.1934365792672,NA,NA,"zooxanthellate",2,"Astreopora","incrustans","Astreopora","incrustans"
"223",223,223,"Astreopora lambertsi","Acroporidae",0.477121254719662,NA,NA,"colonial",0.176091259055681,NA,"massive",1.10855014821504,"pacific",NA,NA,1.44381602453404,NA,NA,0.13300227168897,NA,0.749539584737528,"zooxanthellate",NA,"Astreopora","lambertsi","Astreopora","lambertsi"
"224",224,224,"Astreopora listeri","Acroporidae",0.477121254719662,NA,NA,"colonial",0.204119982655925,NA,"massive",1.10855014821504,"pacific",2.50379068305718,NA,0.836577274840649,NA,NA,0.13300227168897,NA,0.783781494094652,"zooxanthellate",NA,"Astreopora","listeri","Astreopora","listeri"
"225",225,225,"Astreopora macrostoma","Acroporidae",0.501328217624878,NA,NA,"colonial",0.397940008672038,NA,"encrusting",0.909934052027136,"pacific",NA,NA,0.232487866352986,NA,NA,0.1934365792672,NA,NA,"zooxanthellate",NA,"Astreopora","macrostoma","Astreopora","macrostoma"
"226",226,226,"Astreopora moretonensis","Acroporidae",0.601701375196482,NA,NA,"colonial",0.397940008672038,NA,"laminar",1.40077351552378,"pacific",NA,NA,0.588719779600057,NA,NA,0.253131263674596,NA,NA,"zooxanthellate",NA,"Astreopora","moretonensis","Astreopora","moretonensis"
"227",227,227,"Astreopora myriophthalma","Acroporidae",0.477632231465708,NA,NA,"colonial",0.361727836017593,NA,"massive",0.916453948549925,"pacific",2.51349117656166,1.63346845557959,0.764848357193411,NA,NA,0.13300227168897,NA,0.976326609803528,"zooxanthellate",NA,"Astreopora","myriophthalma","Astreopora","myriophthalma"
"228",228,228,"Astreopora ocellata","Acroporidae",0.477121254719662,NA,NA,"colonial",0.397940008672038,NA,"massive",1.10855014821504,"pacific",NA,NA,0.930694387664535,NA,NA,0.13300227168897,NA,1.02056601047489,"zooxanthellate",NA,"Astreopora","ocellata","Astreopora","ocellata"
"229",229,229,"Astreopora randalli","Acroporidae",0.601701375196482,NA,NA,"colonial",0.176091259055681,NA,"laminar",1.40077351552378,"pacific",NA,NA,1.14229558828976,NA,NA,0.253131263674596,NA,NA,"zooxanthellate",NA,"Astreopora","randalli","Astreopora","randalli"
"230",230,230,"Astreopora scabra","Acroporidae",0.477121254719662,NA,NA,"colonial",0.397940008672038,NA,"massive",1.10855014821504,"pacific",NA,NA,0.845718017966659,NA,NA,0.13300227168897,NA,1.02056601047489,"zooxanthellate",NA,"Astreopora","scabra","Astreopora","scabra"
"231",231,231,"Astreopora suggesta","Acroporidae",0.477121254719662,NA,NA,"colonial",0.204119982655925,NA,"massive",1.10855014821504,"pacific",NA,NA,0.614264287358705,NA,NA,0.13300227168897,NA,0.783781494094652,"zooxanthellate",NA,"Astreopora","suggesta","Astreopora","suggesta"
"232",232,232,"Australogyra zelli","Merulinidae",0.765936517451079,NA,NA,"colonial",0.857332496431269,NA,"branching_closed",1.40443518240947,"pacific",NA,NA,0.341825936878199,NA,NA,0.0236314102905406,NA,1.31418597326705,"zooxanthellate",2.30102999566398,"Australogyra","zelli","Australogyra","zelli"
"233",233,233,"Australophyllia wilsoni","Lobophylliidae",NA,NA,NA,"colonial",1.47712125471966,NA,"massive",NA,"pacific",NA,NA,-0.552997683309249,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Australophyllia","wilsoni","Australophyllia","wilsoni"
"234",234,234,"Balanophyllia europaea","Dendrophylliidae",0.47994782865827,NA,NA,"solitary",1.17318626841227,NA,"massive",0.065081527714367,"atlantic",NA,NA,-0.0865199318550818,NA,NA,NA,NA,NA,"zooxanthellate",0.301029995663981,"Balanophyllia","europaea","Balanophyllia","europaea"
"235",235,235,"Bernardpora stutchburyi","Poritidae",NA,NA,NA,"colonial",0.406540180433955,NA,"encrusting",0.683305180563841,"pacific",NA,NA,1.2405492482826,NA,NA,0.180227115164058,NA,NA,"zooxanthellate",NA,"Bernardpora","stutchburyi","Bernardpora","stutchburyi"
"236",236,236,"Blastomussa loyae","Plesiastreidae",NA,NA,NA,"colonial",1,NA,"massive",0.616738006783777,NA,NA,NA,0.1792854038623,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Blastomussa","loyae","Blastomussa","loyae"
"237",237,237,"Blastomussa merleti","Plesiastreidae",NA,NA,NA,"colonial",0.778151250383644,NA,"encrusting",0.418121910595869,"pacific",NA,NA,0.36660971039243,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Blastomussa","merleti","Blastomussa","merleti"
"238",238,238,"Blastomussa omanensis","Plesiastreidae",NA,NA,NA,"colonial",0.845098040014257,NA,"encrusting",0.418121910595869,"pacific",NA,NA,0.581152891966289,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Blastomussa","omanensis","Blastomussa","omanensis"
"239",239,239,"Blastomussa vivida","Plesiastreidae",NA,NA,NA,NA,1.17609125905568,NA,"massive",0.616738006783777,NA,NA,NA,-0.0909784955755573,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Blastomussa","vivida","Blastomussa","vivida"
"240",240,240,"Blastomussa wellsi","Plesiastreidae",NA,NA,NA,"colonial",1.27646180417324,NA,"massive",0.616738006783777,"pacific",NA,NA,-0.367542707815276,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Blastomussa","wellsi","Blastomussa","wellsi"
"241",241,241,"Boninastrea boninensis","Merulinidae",0.642162734465327,NA,NA,"colonial",0.812913356642856,NA,"massive",0.809077927149399,"pacific",NA,NA,0.187802638718419,NA,NA,0.172185074771187,NA,1.26276292068173,"zooxanthellate",NA,"Boninastrea","boninensis","Boninastrea","boninensis"
"242",242,242,"Cantharellus doederleini","Fungiidae",0.602087466353667,NA,NA,"solitary",1.72672720902657,NA,"massive",0.792255477142622,"pacific",NA,NA,-0.936091534166221,NA,NA,0.225303186617717,NA,NA,"zooxanthellate",0.698970004336019,"Cantharellus","doederleini","Cantharellus","doederleini"
"243",243,243,"Cantharellus jebbi","Fungiidae",0.626294429258883,NA,NA,"both",1.84509804001426,NA,"encrusting",0.593639380954714,"pacific",NA,NA,-1.1988402695421,NA,NA,0.285737494195947,NA,NA,"zooxanthellate",1.30102999566398,"Cantharellus","jebbi","Cantharellus","jebbi"
"244",244,244,"Cantharellus noumeae","Fungiidae",0.626294429258883,NA,NA,"both",2.30102999566398,NA,"encrusting",0.593639380954714,"pacific",NA,NA,-1.89860213661614,NA,NA,0.285737494195947,NA,NA,"zooxanthellate",1.30102999566398,"Cantharellus","noumeae","Cantharellus","noumeae"
"245",245,245,"Catalaphyllia jardinei","Merulinidae",0.642162734465327,NA,NA,"colonial",1.32837960343874,NA,"massive",0.809077927149399,"pacific",NA,NA,-0.324709812011241,NA,NA,0.172185074771187,NA,1.89249364803058,"zooxanthellate",2,"Catalaphyllia","jardinei","Catalaphyllia","jardinei"
"246",246,246,"Caulastraea connata","Merulinidae",0.642162734465327,NA,NA,"colonial",1.43933269383026,NA,"massive",0.809077927149399,"pacific",NA,NA,-0.787812395596042,NA,NA,0.172185074771187,NA,2.02804194192599,"zooxanthellate",NA,"Caulastraea","connata","Caulastraea","connata"
"247",247,247,"Caulastraea curvata","Merulinidae",0.765936517451079,NA,NA,"colonial",1.1430148002541,NA,"branching_closed",1.40443518240947,"pacific",NA,NA,-0.0966376975213674,NA,NA,0.0236314102905406,NA,1.66319607062127,"zooxanthellate",2,"Caulastraea","curvata","Caulastraea","curvata"
"248",248,248,"Caulastraea echinulata","Merulinidae",0.642162734465327,NA,NA,"colonial",1.13987908640124,NA,"massive",0.809077927149399,"pacific",NA,NA,-0.254925208417942,NA,NA,0.172185074771187,NA,1.66220782730513,"zooxanthellate",NA,"Caulastraea","echinulata","Caulastraea","echinulata"
"249",249,249,"Caulastraea furcata","Merulinidae",0.642162734465327,NA,NA,"colonial",1.10720996964787,NA,"massive",0.809077927149399,"pacific",NA,NA,-0.408935392973501,NA,NA,0.172185074771187,NA,1.62229687914349,"zooxanthellate",2.69897000433602,"Caulastraea","furcata","Caulastraea","furcata"
