resource_id,primary_secondary,author,year,title,resource_type,resource_ISBN,resource_journal,resource_volume_pages,resource_notes
10,primary,"Veron, J. E. N.",2000,Corals of the World,book,"",Australian Institute of Marine Science and CCR Qld Pty Ltd.,"",Includes corals of the world CD ROM
24,primary,"Delbeek, J. C., Richards, Z., Lovell, E., Bass, D., Aeby, G., Reboton, C.",2009,IUCN red list (version 2009.1),technical_report,"",http://www.iucnredlist.org/,"",http://www.iucnredlist.org/
31,primary,"Ditlev, H.",2003,"New Scleractinian corals (Cnidaria: Anthozoa) from Sabah, North Borneo. Description of one new genus and eight new species, with notes on their taxonomy and ecology",paper,"",Zool. Med. Leiden,"7, 193-219",New species description. ISSN 0024-0672
40,primary,"Cairns, S. D.",1999,Species richness of recent Scleractinia,paper,10.5479/si.00775630.459.1,Atoll Research Bulletin,"459, 1-46",Link to paper [PDF](http://www.sil.si.edu/digitalcollections/atollresearchbulletin/issues/00459.pdf)
64,primary,"Glynn, P. W., Colley, S. B., Ting, J. H., Mat&#x000E9;, J. L., Guzm&#x000E1;n, H. M.",2000,"Reef coral reproduction in the eastern Pacific: Costa Rica, Panam&#x000E1; and Gal&#x000E1;pagos Islands (Ecuador). IV. Agariciidae, recruitment and recovery of Pavona varians and Pavona sp.a",paper,10.1007/s002270000286,Marine Biology,"136, 785-805",sp recovery Pavona varians Pavona sp.a
119,primary,"Edmondson, C. H.",1929,Growth of Hawaiian corals /,paper,10.5962/bhl.title.58563,,", ",""
203,primary,"Harriott, V. J.",1999,Coral growth in subtropical eastern Australia,paper,10.1007/s003380050195,Coral Reefs,"18, 281-291","This paper summarises a lot of growth rate data from other studies. These data do not belong with this paper, but as original entries. However, Harriott (1999) might be added as the secondary resource for these other studies."
204,primary,"Glynn, P. W., Wellington, G. M., Birkeland, C.",1979,Coral Reef Growth in the Galapagos: Limitation by Sea Urchins,paper,10.1126/science.203.4375.47,Science,"203, 47-49",""
205,primary,"Hubbard, D. K., Scaturo, D.",1985,"Growth rates of seven species of scleractinian corals from Cane Bay and Salt River, St. Croix, USVI",paper,"",Bulletin of Marine Science,"36, 325-338",""
207,primary,"Glynn, P. W.",1985,El Nino-associated disturbance to coral reefs and post disturbance mortality by Acanthaster planci,paper,10.3354/meps026295,Marine Ecology Progress Series,"26, 295-300",Cannot find DOI
208,primary,"Knutson, D. W., Buddemeier, R. W., Smith, S. V.",1972,Coral Chronometers: Seasonal Growth Bands in Reef Corals,paper,10.1126/science.177.4045.270,Science,"177, 270-272",Cannot find DOI
214,primary,"Clark, S., Edwards, A. J.",1995,Coral transplantation as an aid to reef rehabilitation: evaluation of a case study in the Maldive Islands,paper,10.1007/s003380050017,Coral Reefs,"14, 201-213",""
216,primary,"Heyward, A. J., Collins, J. D.",1985, Growth and sexual reproduction in the scleractinian coral Montipora digitata (Dana) ,paper,10.1071/mf9850441,Mar. Freshwater Res.,"36, 441",""
217,primary,"LaJeunesse, T. C.",2001,"INVESTIGATING THE BIODIVERSITY, ECOLOGY, AND PHYLOGENY OF ENDOSYMBIOTIC DINOFLAGELLATES IN THE GENUS SYMBIODINIUM USING THE ITS REGION: IN SEARCH OF A ""SPECIES"" LEVEL MARKER",paper,10.1046/j.1529-8817.2001.01031.x,Journal of Phycology,"37, 866-880",http://www3.interscience.wiley.com/journal/118994400/abstract
218,primary,"Pochon, X., Pawlowski, J., Zaninetta, L., Rowan, R. ",2001,High genetic diversity and relative specificity among Symbiodinium -like endosymbiotic dinoflagellates in soritid foraminiferans,paper_without_doi,10.1007/s002270100674,Marine Biology,"139, 1069-1078",http://www.springerlink.com/content/cfw2cm0tl5pft83d/?p=eb8c83718d564a3fbeb70dd9b990ef5b&pi=5
219,primary,"Stat, M., Gates, R. D.",2007,Vectored introductions of marine endosymbiotic dinoflagellates into Hawaii,paper,10.1007/s10530-007-9167-0,Biol Invasions,"10, 579-583",http://www.springerlink.com/content/vwj30gt72407051w/
220,primary,"Stat, M., Pochon, X., Cowie, R., Gates, R. D.",2009,Specificity in communities of Symbiodinium in corals from Johnston Atoll,paper,10.3354/meps08080,Marine Ecology Progress Series,"386, 83-96",http://www.int-res.com/abstracts/meps/v386/p83-96/
221,primary,"La Jeunesse, T. C., Smith, R. T., Finney, J., Oxenford, H.",2009,Outbreak and persistence of opportunistic symbiotic dinoflagellates during the 2005 Caribbean mass coral 'bleaching' event,paper,10.1098/rspb.2009.1405,Proceedings of the Royal Society B: Biological Sciences,"276, 4139-4148",http://rspb.royalsocietypublishing.org/content/276/1676/4139.full
222,primary,"Bielmyer, G., Grosell, M., Bhagooli, R., Baker, A., Langdon, C., Gillette, P., Capo, T.",2010,Differential effects of copper on three species of scleractinian corals and their algal symbionts (Symbiodinium spp.),paper,10.1016/j.aquatox.2009.12.021,Aquatic Toxicology,"97, 125-133",http://www.sciencedirect.com/science?_ob=ArticleURL&_udi=B6T4G-4Y34SP4-2&_user=10&_coverDate=04%2F15%2F2010&_rdoc=1&_fmt=high&_orig=gateway&_origin=gateway&_sort=d&_docanchor=&view=c&_searchStrId=1676866458&_rerunOrigin=google&_acct=C000050221&_version=1
223,primary,"Camargo, C., Maldonado, J. H., Alvarado, E., Moreno Sánchez, R., Mendoza, S., Manrique, N., Mogollón, A., Osorio, J. D., Grajales, A., Sánchez, J. A.",2008,Community involvement in management for maintaining coral reef resilience and biodiversity in southern Caribbean marine protected areas,paper,10.1007/s10531-008-9555-5,Biodiversity and Conservation,"18, 935-956",http://www.springerlink.com/content/f7708u1624505402/
224,primary,"Correa, A. M. S., Brandt, M. E., Smith, T. B., Thornhill, D. J., Baker, A. C.",2009,Symbiodinium associations with diseased and healthy scleractinian corals,paper,10.1007/s00338-008-0464-6,Coral Reefs,"28, 437-448",http://www.springerlink.com/content/a3t40h5061377234/
225,primary,"De Salvo, M. K., Sunagawa, S., Fisher, P. L., Voolstra, C. R., Iglesias Prieto, R., Medina, M.",2010, Coral host transcriptomic states are correlated with Symbiodinium genotypes ,paper,10.1111/j.1365-294x.2010.04534.x,Molecular Ecology,"19, 1174-1186",http://onlinelibrary.wiley.com/doi/10.1111/j.1365-294X.2010.04534.x/abstract
226,primary,"Finney, J. C., Pettay, D. T., Sampayo, E. M., Warner, M. E., Oxenford, H. A., La Jeunesse, T. C.",2010,"The Relative Significance of Host–Habitat, Depth, and Geography on the Ecology, Endemism, and Speciation of Coral Endosymbionts in the Genus Symbiodinium",paper,10.1007/s00248-010-9681-y,Microb Ecol,"60, 250-263",http://www.springerlink.com/content/lw3714t60p771p17/
227,primary,"Garren, M., Walsh, S. M., Caccone, A., Knowlton, N.",2006,Patterns of association between Symbiodinium and members of the Montastraea annularis species complex on spatial scales ranging from within colonies to between geographic regions,paper,10.1007/s00338-006-0146-1,Coral Reefs,"25, 503-512",http://www.springerlink.com/content/659185p1198uh046/fulltext.pdf
228,primary,"Kemp, D. W., Fitt, W. K., Schmidt, G. W.",2007,A microsampling method for genotyping coral symbionts,paper,10.1007/s00338-007-0333-8,Coral Reefs,"27, 289-293",http://www.springerlink.com/content/x7205145718h2322/
229,primary,"LaJeunesse, T.",2002,Diversity and community structure of symbiotic dinoflagellates from Caribbean coral reefs,paper_without_doi,10.1007/s00227-002-0829-2,Marine Biology,"141, 387-400",http://www.springerlink.com/content/4magydv1cmrgn7kr/?p=57ad39a7eb934febb450a37537b61884&pi=18
230,primary,"Thornhill, D. J., La Jeunesse, T. C., Kemp, D. W., Fitt, W. K., Schmidt, G. W.",2005,"Multi-year, seasonal genotypic surveys of coral-algal symbioses reveal prevalent stability or post-bleaching reversion",paper,10.1007/s00227-005-0114-2,Marine Biology,"148, 711-722",http://www.springerlink.com/content/b134307k478154w2/?p=68592ae107174e339f955c83b2f6c890&pi=2
231,primary,"Green, D. H., Edmunds, P. J., Pochon, X., Gates, R. D.",2010,"The effects of substratum type on the growth, mortality, and photophysiology of juvenile corals in St. John, US Virgin Islands",paper,10.1016/j.jembe.2009.12.008,Journal of Experimental Marine Biology and Ecology,"384, 18-29",http://www.sciencedirect.com/science?_ob=ArticleURL&_udi=B6T8F-4Y41SSG-2&_user=10&_coverDate=03%2F01%2F2010&_rdoc=4&_fmt=high&_orig=browse&_origin=browse&_zone=rslt_list_item&_srch=doc-info%28%23toc%235085%232010%23996159998%231720107%23FLA%23display%23V
232,primary,"Thornhill, D. J., Fitt, W. K., Schmidt, G. W.",2006,Highly stable symbioses among western Atlantic brooding corals,paper,10.1007/s00338-006-0157-y,Coral Reefs,"25, 515-519",http://www.springerlink.com/content/v567562k303739u0/fulltext.pdf
233,primary,"La Jeunesse, T. C., Smith, R., Walther, M., Pinzon, J., Pettay, D. T., Mc Ginley, M., Aschaffenburg, M., Medina Rosas, P., Cupul Magana, A. L., Perez, A. L., Reyes Bonilla, H., Warner, M. E.",2010,Host-symbiont recombination versus natural selection in the response of coral-dinoflagellate symbioses to environmental disturbance,paper,10.1098/rspb.2010.0385,Proceedings of the Royal Society B: Biological Sciences,"277, 2925-2934",""
234,primary,"Savage, A. M., Goodson, M. S., Visram, S., Trapido Rosenthal, H., Wiedenmann, J., Douglas, A. E.",2002,Molecular diversity of symbiotic algae at the latitudinal margins of their distribution: dinoflagellates of the genus Symbiodinium in corals and sea anemones,paper,10.3354/meps244017,Marine Ecology Progress Series,"244, 17-26",http://www.int-res.com/articles/meps2002/244/m244p027.pdf
235,primary,"Thornhill, D. J., Xiang, Y. u., Fitt, W. K., Santos, S. R.",2009,"Reef Endemism, Host Specificity and Temporal Stability in Populations of Symbiotic Dinoflagellates from Two Ecologically Dominant Caribbean Corals",paper,10.1371/journal.pone.0006262,PLoS ONE,"4, e6262",http://www.plosone.org/article/info%3Adoi%2F10.1371%2Fjournal.pone.0006262
236,primary,"Frade, P. R., De Jongh, F., Vermeulen, F., Van Bleijswijk, J., Bak, R. P. M.",2007,Variation in symbiont distribution between closely related coral species over large depth ranges,paper,10.1111/j.1365-294x.2007.03612.x,Molecular Ecology,"17, 691-703",http://onlinelibrary.wiley.com/doi/10.1111/j.1365-294X.2007.03612.x/abstract
238,primary,"Frade, P. R., Englebert, N., Faria, J., Visser, P. M., Bak, R. P. M.",2008,Distribution and photobiology of Symbiodinium types in different light environments for three colour morphs of the coral Madracis pharensis: is there more to it than total irradiance?,paper,10.1007/s00338-008-0406-3,Coral Reefs,"27, 913-925",http://www.springerlink.com/content/r5872v1618q05413/
239,primary,"Silverstein, R. N., Correa, A., La Jeunesse, T. C., Baker, A. C.",2011,Novel algal symbiont (Symbiodinium spp.) diversity in reef corals of Western Australia,paper,10.3354/meps08934,Marine Ecology Progress Series,"422, 63-75",http://www.int-res.com/abstracts/meps/v422/p63-75/
240,primary,"Thornhill, D. J., Kemp, D. W., Bruns, B. U., Fitt, W. K., Schmidt, G. W.",2008, CORRESPONDENCE BETWEEN COLD TOLERANCE AND TEMPERATE BIOGEOGRAPHY IN A WESTERN ATLANTIC SYMBIODINIUM (DINOPHYTA) LINEAGE 1 ,paper,10.1111/j.1529-8817.2008.00567.x,Journal of Phycology,"44, 1126-1135",""
241,primary,"Van Oppen, M. J. H., Bongaerts, P., Underwood, J. N., Peplow, L. M., Cooper, T. F.",2011,The role of deep reefs in shallow reef recovery: an assessment of vertical connectivity in a brooding coral from west and east Australia,paper,10.1111/j.1365-294x.2011.05050.x,Molecular Ecology,"20, 1647-1660",http://www.plosone.org/article/info%3Adoi%2F10.1371%2Fjournal.pone.0006262
242,primary,"Bongaerts, P., Riginos, C., Ridgway, T., Sampayo, E. M., Van Oppen, M. J. H., Englebert, N., Vermeulen, F., Hoegh Guldberg, O.",2010,Genetic Divergence across Habitats in the Widespread Coral Seriatopora hystrix and Its Associated Symbiodinium,paper,10.1371/journal.pone.0010871,PLoS ONE,"5, e10871",http://www.plosone.org/article/info:doi/10.1371/journal.pone.0010871
243,primary,"Fitt, W., Gates, R., Hoegh Guldberg, O., Bythell, J., Jatkar, A., Grottoli, A., Gomez, M., Fisher, P., Lajuenesse, T., Pantos, O., Iglesias Prieto, R., Franklin, D., Rodrigues, L., Torregiani, J., Van Woesik, R., Lesser, M.",2009,"Response of two species of Indo-Pacific corals, Porites cylindrica and Stylophora pistillata, to short-term thermal stress: The host does matter in determining the tolerance of corals to bleaching",paper,10.1016/j.jembe.2009.03.011,Journal of Experimental Marine Biology and Ecology,"373, 102-110",http://www.sciencedirect.com/science?_ob=ArticleURL&_udi=B6T8F-4W441KB-1&_user=10&_coverDate=05%2F31%2F2009&_rdoc=4&_fmt=high&_orig=browse&_origin=browse&_zone=rslt_list_item&_srch=doc-info%28%23toc%235085%232009%23996269997%231024548%23FLA%23display%23V
244,primary,"Iglesias-Prieto, R., Beltran, V. H., LaJeunesse, T. C., Reyes-Bonilla, H., Thome, P. E.",2004,Different algal symbionts explain the vertical distribution of dominant reef corals in the eastern Pacific,paper,10.1098/rspb.2004.2757,Proceedings of the Royal Society B: Biological Sciences,"271, 1757-1763",http://rspb.royalsocietypublishing.org/content/271/1549/1757.abstract
245,primary,"La Jeunesse, T. C., Loh, W. K. W., Van Woesik, R., Hoegh Guldberg, O., Schmidt, G. W., Fitt, W. K.",2003,Low symbiont diversity in southern Great Barrier Reef corals relative to those of the Caribbean,paper,10.4319/lo.2003.48.5.2046,Limnol. Oceangr.,"48, 2046-2054",http://www.aslo.org/lo/toc/vol_48/issue_5/2046.pdf
246,primary,"La Jeunesse, T., Thornhill, D., Cox, E., Stanton, F., Fitt, W., Schmidt, G.",2004,High diversity and host specificity observed among symbiotic dinoflagellates in reef coral communities from Hawaii,paper,10.1007/s00338-004-0428-4,Coral Reefs,", ",http://www.springerlink.com/content/wl15edw5jqh4n65p/fulltext.pdf
247,primary,"La Jeunesse, T. C., Bhagooli, R., Hidaka, M., De Vantier, L., Done, T., Schmidt, G. W., Fitt, W. K., Hoegh Guldberg, O.",2004,"Closely related Symbiodinium spp. differ in relative dominance in coral reef host communities across environmental, latitudinal and biogeographic gradients",paper,10.3354/meps284147,Marine Ecology Progress Series,"284, 147-161",http://www.int-res.com/articles/meps2004/284/m284p147.pdf
248,primary,"La Jeunesse, T. C.",2004,"""Species"" Radiations of Symbiotic Dinoflagellates in the Atlantic and Indo-Pacific Since the Miocene-Pliocene Transition",paper,10.1093/molbev/msi042,Molecular Biology and Evolution,"22, 570-581",http://mbe.oxfordjournals.org/cgi/reprint/22/3/570
250,primary,"La Jeunesse, T. C., Bonilla, H. R., Warner, M. E., Wills, M., Schmidt, G. W., Fitt, W. K.",2008,Specificity and stability in high latitude eastern Pacific coral-algal symbioses,paper,10.4319/lo.2008.53.2.0719,Limnol. Oceangr.,"53, 719-727",http://www.aslo.org/lo/toc/vol_53/issue_2/index.html
251,primary,"La Jeunesse, T. C., Pettay, D. T., Sampayo, E. M., Phongsuwan, N., Brown, B., Obura, D. O., Hoegh Guldberg, O., Fitt, W. K.",2010," Long-standing environmental conditions, geographic isolation and host-symbiont specificity influence the relative ecological dominance and genetic diversification of coral endosymbionts in the genus Symbiodinium ",paper,10.1111/j.1365-2699.2010.02273.x,Journal of Biogeography,"37, 785-800",""
252,primary,"Pochon, X., Stat, M., Takabayashi, M., Chasqui, L., Chauka, L. J., Logan, D. D. K., Gates, R. D.",2010,COMPARISON OF ENDOSYMBIOTIC AND FREE-LIVING SYMBIODINIUM (DINOPHYCEAE) DIVERSITY IN A HAWAIIAN REEF ENVIRONMENT1,paper,10.1111/j.1529-8817.2009.00797.x,Journal of Phycology,"46, 53-65",http://onlinelibrary.wiley.com/doi/10.1111/j.1529-8817.2009.00797.x/pdf
253,primary,"Rodriguez Lanetty, M., Hoegh Guldberg, O.",2003,"Symbiont diversity within the widespread scleractinian coral Plesiastrea versipora , across the northwestern Pacific",paper,10.1007/s00227-003-1105-9,Marine Biology,"143, 501-509",http://www.springerlink.com/content/499ahep06v250hdw/?p=d4e201c591b24cfba74e4116e58c09b7&pi=9
254,primary,"Sampayo, E. M., Franceschinis, L., Hoegh Guldberg, O., Dove, S.",2007,Niche partitioning of closely related symbiotic dinoflagellates,paper,10.1111/j.1365-294x.2007.03403.x,Molecular Ecology,"16, 3721-3733",http://www3.interscience.wiley.com/journal/117989757/abstract
255,primary,"Smith, L. W., Wirshing, H. H., Baker, A. C., Birkeland, C.",2008,Environmental versus genetic influences on growth rates of the corals Pocillopora eydouxi and Porites lobata (Anthozoa: Scleractinia) ,paper,10.2984/1534-6188(2008)62[57:EVGIOG]2.0.CO;2,Pacific Science ,"62, 57-69",http://www.bioone.org/doi/abs/10.2984/1534-6188%282008%2962%5B57%3AEVGIOG%5D2.0.CO%3B2
256,primary,"Smith, R. T., Pinzón, J. H., LaJeunesse, T. C.",2009, SYMBIODINIUM (DINOPHYTA) DIVERSITY AND STABILITY IN AQUARIUM CORALS ,paper,10.1111/j.1529-8817.2009.00730.x,Journal of Phycology,"45, 1030-1036",http://onlinelibrary.wiley.com/doi/10.1111/j.1529-8817.2009.00730.x/abstract
257,primary,"Apprill, A. M., Gates, R. D.",2006,Recognizing diversity in coral symbiotic dinoflagellate communities,paper,10.1111/j.1365-294x.2006.03214.x,Molecular Ecology,"16, 1127-1134",""
258,primary,"Barshis, D. J., Stillman, J. H., Gates, R. D., Toonen, R. J., Smith, L. W., Birkeland, C.",2010, Protein expression and genetic structure of the coral Porites lobata in an environmentally extreme Samoan back reef: does host genotype limit phenotypic plasticity? ,paper,10.1111/j.1365-294X.2010.04574.x,Molecular Ecology,"19, 1705-1720",http://onlinelibrary.wiley.com/doi/10.1111/j.1365-294X.2010.04574.x/abstract
259,primary,"Stat, M., Loh, W. K. W., Hoegh Guldberg, O., Carter, D. A.",2008,Symbiont acquisition strategy drives host–symbiont associations in the southern Great Barrier Reef,paper,10.1007/s00338-008-0412-5,Coral Reefs,"27, 763-772",http://www.springerlink.com/content/30u066wp65p4t3w5/
260,primary,"Stat, M., Bird, C. E., Pochon, X., Chasqui, L., Chauka, L. J., Concepcion, G. T., Logan, D., Takabayashi, M., Toonen, R. J., Gates, R. D.",2011,Variation in Symbiodinium ITS2 Sequence Assemblages among Coral Colonies,paper,10.1371/journal.pone.0015854,PLoS ONE,"6, e15854",http://www.plosone.org/article/info%3Adoi%2F10.1371%2Fjournal.pone.0015854
261,primary,"Sampayo, E. M., Ridgway, T., Bongaerts, P., Hoegh Guldberg, O.",2008,Bleaching susceptibility and mortality of corals are determined by fine-scale differences in symbiont type,paper,10.1073/pnas.0708049105,Proceedings of the National Academy of Sciences,"105, 10444-10449",http://www.pnas.org/content/105/30/10444.abstract
262,primary,"Macdonald, A. H. H., Sampayo, E. M., Ridgway, T., Schleyer, M. H.",2008,Latitudinal symbiont zonation in Stylophora pistillata from southeast Africa,paper,10.1007/s00227-008-0915-1,Marine Biology,"154, 209-217",http://www.springerlink.com/content/ux5136h03707467t/
263,primary,"Brown, B. E., Dunne, R. P., Goodson, M. S., Douglas, A. E.",2000,Marine ecology: Bleaching patterns in reef corals,paper,10.1038/35004657,Nature,"404, 142-143",http://www.nature.com/nature/journal/v404/n6774/abs/404142b0.html
264,primary,"Santos, S. R., Kinzie, R. A., Sakai, K., Coffroth, M. A.",2003,"Molecular Characterization of Nuclear Small Subunit (ISS)-rDNA Pseudogenes in a Symbiotic Dinoflagellate (Symbiodinium, Dinophyta)",paper,10.1111/j.1550-7408.2003.tb00264.x,The Journal of Eukaryotic Microbiology,"50, 417-421",http://www3.interscience.wiley.com/journal/118893313/abstract
265,primary,"Baillie, B. K., Belda-Baillie, C. A., Maruyama, T.",2000,CONSPECIFICITY AND INDO-PACIFIC DISTRIBUTION OF SYMBIODINIUM GENOTYPES (DINOPHYCEAE) FROM GIANT CLAMS,paper,10.1046/j.1529-8817.2000.00010.x,Journal of Phycology,"36, 1153-1161",http://www3.interscience.wiley.com/journal/120697710/abstract
266,primary,"Dove, S.",2004,Scleractinian corals with photoprotective host pigments are hypersensitive to thermal bleaching,paper,10.3354/meps272099,Marine Ecology Progress Series,"272, 99-116",http://www.int-res.com/articles/meps2004/272/m272p099.pdf
267,primary,"Hunter, C. L., Morden, C. W., Smith, C. M.",1997, The utility of ITS sequences in assessing relationships among zooxanthellae and coral ,conference_proceedings,"",Proceedings of the 8th International Coral Ref Symposium,"Vol 2, 1599-1602",http://www.reefbase.org/resource_center/publication/icrs.aspx
268,primary,"Santos, S. R., Taylor, D. J., Coffroth, M. A.",2001,GENETIC COMPARISONS OF FRESHLY ISOLATED VERSUS CULTURED SYMBIOTIC DINOFLAGELLATES: IMPLICATIONS FOR EXTRAPOLATING TO THE INTACT SYMBIOSIS,paper,10.1046/j.1529-8817.2001.00194.x,Journal of Phycology,"37, 900-912",http://www3.interscience.wiley.com/journal/118994416/abstract
269,primary,"Suresh, V. R., Mathew, K. J.",1995,"Growth of staghorn coral Acropora aspera (Dana) (Scleractinia: Acropridae) in relation to environmental factors at Kavaratti atoll (Lakshadweep Islands), India",paper,"",Indian Journal of Marine Sciences,"24, 175-176",""
270,primary,"Stimson, J.",1985,The Effect of Shading by the Table Coral Acropora Hyacinthus on Understory Corals,paper,10.2307/1941305,Ecology,"66, 40",""
273,primary,"Babcock, R. C.",1991,Comparative Demography of Three Species of Scleractinian Corals Using Age- and Size-Dependent Classifications,paper,10.2307/2937107,Ecological Monographs,"61, 225",""
274,primary,"Marsh, L. M.",1992,"The Occurrence and Growth of Acropora in Extra-tropical Waters off Perth, Western Australia",conference_proceedings,"","Proceedings of the Seventh International Coral Reef Symposium, Guam, 1992","2, 1233-1238",""
275,primary,"Highsmith, R. C.",1979,Coral growth rates and environmental control of density banding,paper,10.1016/0022-0981(79)90089-3,Journal of Experimental Marine Biology and Ecology,"37, 105-125",""
276,primary,"Buddemeier, R., Maragos, J., Knutson, D.",1974,Radiographic studies of reef coral exoskeletons: Rates and patterns of coral growth,paper,10.1016/0022-0981(74)90024-0,Journal of Experimental Marine Biology and Ecology,"14, 179-199",""
277,primary,"Gomez, E. D., Alcala, A. C., Yap, H. T., Alcala, L. C., Aline, P. M.",1985,Growth studies of commercially important scleractinians,conference_proceedings,"","Proceedings of the Fifth International Coral Reef Congress, Tahiti",199-204,""
278,primary,"Dustan, P.",1975,Growth and form in the reef-building coral Montastrea annularis,paper,10.1007/bf00390714,Marine Biology,"33, 101-107",""
279,primary,"Graus, R. R., Mcintyre, I. G.",1982,Variation in growth forms of the reef coral Montastrea annularis (Ellis and Solander): a quantitative evaluation of growth response to light distribution using computer simulation,paper,"",Smithsonian Contributions to Marine Sciences,"12, 441-464",""
280,primary,"Willis, B. L.",1985,Phenotypic plasticity versus phenotypic stability in the reef corals Turbinaria mesenterina and Pavona cactus,conference_proceedings,"","Proceedings of the Fifth International Coral Reef Congress, Tahiti",107-112,""
298,primary,"Neudecker, S.",1981,Growth and survival of scleractinian corals exposed to thermal effluents at Guam,conference_proceedings,"",Proc 4th Int Coral reef Symp,"1,173-180",""
299,primary,"Custodio Iii., H. M., Yap, H. T.",1997,Skeletal extension rates of Porites cylindrica and Porites (Synaraea) rus after transplantation to two depths,paper,10.1007/s003380050083,Coral Reefs,"16, 267-268",""
300,primary,"Rosenfeld, M., Yam, R., Shemesh, A., Loya, Y.",2003,Implication of water depth on stable isotope composition and skeletal density banding patterns in a Porites lutea colony: results from a long-term translocation experiment,paper,10.1007/s00338-003-0333-2,Coral Reefs,"22, 337-345",""
302,primary,"Stearn, C. W., Scoffin, T. P., Martindale, W.",1977,Calcium carbonate budget of a fringing reef on the west coast of Barbados,paper,"",Bulletin of Marine Science,"27,479-510",""
331,primary,"Crabbe, M. J. C., Smith, D. J.",2005,"Sediment impacts on growth rates of Acropora and Porites corals  from fringing reefs of Sulawesi, Indonesia",paper,DOI 10.1007/s00338-005-0004-6,Coral Reefs,"24, 437-441",""
332,primary,"Lirman, D.",2000,"Fragmentation in the branching coral Acropora palmata (Lamarck): growth, survivorship, and reproduction of colonies and fragments",paper,10.1016/s0022-0981(00)00205-7,Journal of Experimental Marine Biology and Ecology,"251, 41-57",""
338,primary,"Atkinson, M. J., Carlson, B., Crow, G. L.",1995,"Coral growth in high-nutrient, low-pH seawater: a case study of corals cultured at the Waikiki Aquarium, Honolulu, Hawaii",paper,10.1007/BF00334344,Coral Reefs,"14, 215-223",Experimental context for growth rate measurements are not given with data. Needs fixing or delete.
341,primary,"Bak, R. P. M., Nieuwland, G., Meesters, E. H.",2009,Coral growth rates revisited after 31 years: What is causing lower extension rates in Acropora palmata?,paper,"",Bulletin of Marine Science,"84, 287-294","This publication substitutes the same title publication Bak RPM, Meesters EH 1999 American Zoologist because it uses the same dataset."
344,primary,"Bongiorni, L., Shafir, S., Angel, D., Rinkevich, B.",2003,"Survival, growth and gonad development of two hermatypic corals subjected to in situ fish-farm nutrient enrichment",paper,10.3354/meps253137,Marine Ecology Progress Series,"253, 137-144",""
347,primary,"Brown, B., Sya'rani, L., Le Tissier, M.",1985,"Skeletal form and growth in Acropora aspera (Dana) from the Pulau Seribu, Indonesia",paper,10.1016/0022-0981(85)90027-9,Journal of Experimental Marine Biology and Ecology,"86, 139-150",""
349,primary,"Burgess, S. N., Mc Culloch, M. T., Mortimer, G. E., Ward, T. M.",2009,Structure and growth rates of the high-latitude coral: Plesiastrea versipora,paper,10.1007/s00338-009-0533-5,Coral Reefs,"28, 1005-1015",""
350,primary,"Cantin, N. E., Cohen, A. L., Karnauskas, K. B., Tarrant, A. M., Mc Corkle, D. C.",2010,Ocean Warming Slows Coral Growth in the Central Red Sea,paper,10.1126/science.1190182,Science,"329, 322-325",""
352,primary,"Carricart Ganivet, J. P.",2004,Sea surface temperature and the growth of the West Atlantic reef-building coral Montastraea annularis,paper,10.1016/j.jembe.2003.10.015,Journal of Experimental Marine Biology and Ecology,"302, 249-260",""
353,primary,"Castillo, K. D., Ries, J. B., Weiss, J. M.",2011,"Declining Coral Skeletal Extension for Forereef Colonies of Siderastrea siderea on the Mesoamerican Barrier Reef System, Southern Belize",paper,10.1371/journal.pone.0014615,PLoS ONE,"6, e14615",""
354,primary,"Chadwick Furman, N. E., Goffredo, S., Loya, Y.",2000,"Growth and population dynamic model of the reef coral Fungia granulosa Klunzinger, 1879 at Eilat, northern Red Sea",paper,10.1016/S0022-0981(00)00204-5,Journal of Experimental Marine Biology and Ecology,"249, 199-218",""
359,primary,"Cox, E. F.",1986,The effects of a selective corallivore on growth rates and competition for space between two species of Hawaiian corals,paper,10.1016/0022-0981(86)90047-X,Journal of Experimental Marine Biology and Ecology,"101, 161-174",""
361,primary,"Crabbe, M.",2010,Topography and spatial arrangement of reef-building corals on the fringing reefs of North Jamaica may influence their response to disturbance from bleaching,paper,10.1016/j.marenvres.2009.09.007,Marine Environmental Research,"69, 158-162",""
362,primary,"Crabbe, M.",2009,Scleractinian coral population size structures and growth rates indicate coral resilience on the fringing reefs of North Jamaica,paper,10.1016/j.marenvres.2009.01.003,Marine Environmental Research,"67, 189-198","Growth rates for Agaricia ""species"" were not entered."
367,primary,"Dikou, A.",2009," Skeletal linear extension rates of the foliose scleractinian coral Merulina ampliata (Ellis & Solander, 1786) in a turbid environment ",paper,10.1111/j.1439-0485.2009.00295.x,Marine Ecology,"30, 405-415",""
369,primary,"Domart Coulon, I. J., Traylor Knowles, N., Peters, E., Elbert, D., Downs, C. A., Price, K., Stubbs, J., Mc Laughlin, S., Cox, E., Aeby, G., Brown, P. R., Ostrander, G. K.",2006,Comprehensive characterization of skeletal tissue growth anomalies of the finger coral Porites compressa,paper,10.1007/s00338-006-0133-6,Coral Reefs,"25, 531-543",""
371,primary,"Geneid, Y., Ebeid, M., Hassan, M.",2009,Response to Increased Sediment Load by Three Coral Species from the Gulf of Suez (Red Sea),paper,10.3923/jfas.2009.238.245,Journal of Fisheries and Aquatic Science,"4, 238-245",""
